,Date,Startup Name,Industry Vertical,SubVertical,City,Investors Name,Investment Type,amount
301,03-08-2015,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,860.0
303,03-08-2015,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,82.56
304,04-08-2015,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,11.18
305,05-08-2015,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,25.8
306,05-08-2015,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,5.59
307,05-08-2015,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,11.18
308,05-08-2015,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4.3
309,05-08-2015,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,6.751
310,05-08-2015,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,258.0
312,06-08-2015,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,4.3
313,06-08-2015,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,215.0
314,06-08-2015,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,6.02
318,06-08-2015,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,774.0
320,07-08-2015,Car Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,5.418
321,07-08-2015,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4.3
326,10-08-2015,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.688
327,10-08-2015,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,258.0
328,10-08-2015,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,2.15
329,10-08-2015,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,2.15
330,10-08-2015,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,4.3
331,10-08-2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,137.6
332,10-08-2015,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,8.6
333,11-08-2015,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,172.0
334,11-08-2015,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,541.8
335,11-08-2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,68.8
336,11-08-2015,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,0.86
337,11-08-2015,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,13.76
338,12-08-2015,Big Basket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,430.0
339,12-08-2015,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,64.5
340,12-08-2015,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,21.5
341,12-08-2015,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,6.622
342,13-08-2015,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,34.4
343,13-08-2015,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,4.3
344,13-08-2015,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,215.0
346,14-08-2015,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,2.107
348,14-08-2015,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,0.86
349,17-08-2015,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,1.892
354,17-08-2015,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,1.376
355,17-08-2015,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,2.666
357,18-08-2015,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,8.6
359,18-08-2015,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,36.12
360,18-08-2015,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,129.0
362,18-08-2015,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,8.6
365,19-08-2015,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,172.0
366,19-08-2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,20.64
367,20-08-2015,Bluegape,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,5.16
368,20-08-2015,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Funding,5.16
369,20-08-2015,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,1.3416
370,21-08-2015,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,4.3
371,24-08-2015,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Funding,3.44
373,24-08-2015,Jolly Food Fellow,Food Customer analytics platform,,Ahmedabad,The 1947,Seed Funding,2.58
375,25-08-2015,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,25.8
376,25-08-2015,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,2.15
377,25-08-2015,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,8.6
378,25-08-2015,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,34.4
379,26-08-2015,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,3.44
381,26-08-2015,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,4.3
382,26-08-2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Funding,0.86
387,28-08-2015,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,1.376
388,28-08-2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,17.2
390,31-08-2015,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,2.58
392,31-08-2015,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,34.4
394,01-09-2015,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,7.74
395,01-09-2015,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,8.6
396,01-09-2015,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,0.86
397,02-09-2015,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,387.0
399,02-09-2015,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,344.0
401,03-09-2015,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,2.236
403,03-09-2015,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,344.0
404,04-09-2015,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,0.86
405,04-09-2015,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,1.29
406,04-09-2015,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,17.2
407,07-09-2015,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,1.763
408,07-09-2015,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,15.48
409,07-09-2015,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,5.16
410,07-09-2015,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,516.0
412,08-09-2015,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,3.44
414,10-09-2015,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,79.12
415,10-09-2015,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,6.622
416,10-09-2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,2.709
418,11-09-2015,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Funding,0.86
420,12-09-2015,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,129.0
422,14-09-2015,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,10.32
423,14-09-2015,Ola,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,1935.0
424,14-09-2015,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,77.4
425,14-09-2015,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,25.8
426,15-09-2015,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,17.2
428,15-09-2015,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,36.55
430,15-09-2015,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,2.58
431,15-09-2015,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,8.6
432,16-09-2015,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,86.0
433,16-09-2015,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,3.526
434,16-09-2015,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,3.87
435,17-09-2015,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,5.16
438,17-09-2015,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,645.0
439,18-09-2015,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed Funding,1.29
440,18-09-2015,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,9.89
441,18-09-2015,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,1.29
442,18-09-2015,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,3.01
446,21-09-2015,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,1.075
447,21-09-2015,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Seed Funding,2.021
448,21-09-2015,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,322.5
449,22-09-2015,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,25.8
450,22-09-2015,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Seed Funding,3.44
452,22-09-2015,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,2.58
453,22-09-2015,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,86.0
456,22-09-2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,6.88
459,23-09-2015,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,15.05
460,23-09-2015,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,19.35
461,23-09-2015,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,10.32
462,24-09-2015,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,3.44
463,24-09-2015,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,17.2
464,24-09-2015,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,8.6
465,24-09-2015,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Equity,28.38
467,28-09-2015,Ola,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,258.0
471,29-09-2015,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,860.0
473,29-09-2015,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,5848.0
474,29-09-2015,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,309.6
475,29-09-2015,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,3.01
476,30-09-2015,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,8.6
478,30-09-2015,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,43.0
479,30-09-2015,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,8.6
484,01-10-2015,Muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,3.01
486,02-10-2015,Shopalyst,Product discovery & recommendation platform,,Bangalore,Kalaari Capital,Private Equity,17.2
487,03-10-2015,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,51.6
488,05-10-2015,IndiaLends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,8.6
489,05-10-2015,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,81.7
490,05-10-2015,Rock N Shop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,1.29
491,05-10-2015,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,129.0
492,06-10-2015,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,4.3
493,06-10-2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,6.02
495,06-10-2015,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,86.0
496,06-10-2015,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,51.6
497,06-10-2015,WorkIndia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,4.3
498,07-10-2015,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,172.0
501,07-10-2015,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,25.8
503,08-10-2015,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,66.22
504,08-10-2015,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,86.0
506,08-10-2015,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,2.666
507,08-10-2015,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,17.2
508,09-10-2015,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,68.8
510,09-10-2015,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,2.58
511,09-10-2015,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,8.6
512,09-10-2015,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,0.602
514,09-10-2015,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,0.6622
517,12-10-2015,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,0.86
520,12-10-2015,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,1.634
521,13-10-2015,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,21.5
522,13-10-2015,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,8.6
523,14-10-2015,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,0.43
526,14-10-2015,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,0.6622
531,17-10-2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,8.6
